image,x1,y1,x2,y2,object_type,object_id,bx,by,bw,bh
Beverly_hills397.png,548,426,624,488,Car,0,0.37946428600000004,0.5218253970000001,0.056547619,0.083333333
Beverly_hills397.png,653,324,687,361,Traffic Lights,5,0.47321428600000004,0.40542328,0.025297619,0.048941799
Beverly_hills397.png,577,320,612,375,Traffic Lights,5,0.41629464299999996,0.386904762,0.026041667,0.07275132299999999
Beverly_hills397.png,1057,7,1155,171,Street Sign,1,0.75,-0.099206349,0.072916667,0.21693121699999998
Beverly_hills397.png,234,280,274,364,Street Sign,1,0.158854167,0.31613756600000004,0.030505952000000003,0.111111111
Beverly_hills397.png,407,347,432,393,Street Sign,1,0.293154762,0.42791005299999996,0.019345238,0.062169312000000004
Beverly_hills397.png,992,421,1043,514,Pedestrian,6,0.719122024,0.497354497,0.037946429,0.12169312199999999
Beverly_hills397.png,922,415,964,480,Pedestrian,6,0.670386905,0.5059523810000001,0.03125,0.085978836
Beverly_hills397.png,801,421,823,456,Pedestrian,6,0.5877976189999999,0.53505291,0.016369048,0.046296295999999994
Beverly_hills397.png,706,88,771,157,Palm Tree,2,0.5018601189999999,0.072089947,0.048363095,0.09126984099999999
Beverly_hills397.png,639,97,718,170,Palm Tree,2,0.446800595,0.080026455,0.058779762,0.09656084699999999
Beverly_hills397.png,664,181,719,239,Palm Tree,2,0.47358631,0.20105820100000002,0.040922619,0.076719577
Beverly_hills397.png,360,15,458,80,Palm Tree,2,0.23139881,-0.023148147999999997,0.072916667,0.085978836
Beverly_hills397.png,338,66,425,134,Palm Tree,2,0.21986607100000002,0.041666667000000004,0.06473214299999999,0.09126984099999999
Beverly_hills397.png,383,198,454,243,Palm Tree,2,0.258556548,0.23214285699999998,0.052827381,0.05952381
Beverly_hills397.png,518,267,564,311,Palm Tree,2,0.369047619,0.325396825,0.03422619,0.058201058
Beverly_hills397.png,535,306,580,342,Palm Tree,2,0.382068452,0.380952381,0.033482143,0.047619048
Beverly_hills397.png,1062,470,1131,560,Fire Hydrant,7,0.7645089290000001,0.563492063,0.051339286,0.11904761900000001
Beverly_hills397.png,1100,419,1205,487,Car,0,0.779389881,0.508597884,0.078125,0.09126984099999999
Beverly_hills397.png,714,429,770,475,Car,0,0.510416667,0.537037037,0.041666667000000004,0.06084656099999999
Beverly_hills397.png,736,319,768,377,Street Sign,1,0.536458333,0.383597884,0.023809524,0.076719577
Beverly_hills397.png,710,360,759,382,Street Sign,1,0.51078869,0.46164021200000005,0.036458332999999996,0.029100529
Beverly_hills397.png,784,373,813,412,Traffic Lights,5,0.572544643,0.46759259299999995,0.021577381,0.051587302
Beverly_hills397.png,75,255,140,301,Street Sign,1,0.032366071,0.306878307,0.048363095,0.06084656099999999
Beverly_hills397.png,492,366,531,401,Flag,8,0.352678571,0.462301587,0.02827381,0.046296295999999994
Beverly_hills397.png,516,372,550,409,Flag,8,0.371279762,0.46759259299999995,0.025297619,0.048941799
Beverly_hills383.png,626,420,936,686,Car,0,0.350446429,0.37962963,0.23065476199999999,0.351851852
Beverly_hills383.png,5,368,360,743,Car,0,-0.12834821400000002,0.23875661399999998,0.264136905,0.496031746
Beverly_hills383.png,235,444,562,683,Car,0,0.053943452,0.428571429,0.24330357100000002,0.317460317
Beverly_hills383.png,508,433,558,476,Car,0,0.359375,0.5462962960000001,0.037202381,0.055555556
Beverly_hills383.png,413,422,508,497,Car,0,0.272693452,0.508597884,0.070684524,0.099206349
Beverly_hills383.png,281,433,395,508,Car,0,0.166666667,0.525132275,0.084821429,0.097883598
Beverly_hills383.png,982,429,1079,482,Car,0,0.6953125,0.531746032,0.07217261900000001,0.071428571
Beverly_hills383.png,968,171,1103,370,Traffic Lights,5,0.6700148810000001,0.09457672,0.100446429,0.263227513
Beverly_hills383.png,873,306,940,405,Traffic Lights,5,0.625372024,0.338624339,0.04985119,0.132275132
Beverly_hills383.png,698,302,734,352,Traffic Lights,5,0.5070684520000001,0.36574074100000004,0.026041667,0.067460317
Beverly_hills383.png,601,304,642,342,Traffic Lights,5,0.43266369,0.37830687799999996,0.030505952000000003,0.05026455
Beverly_hills383.png,718,41,829,119,Palm Tree,2,0.49255952399999997,0.003968254,0.083333333,0.103174603
Beverly_hills383.png,756,109,840,179,Palm Tree,2,0.53125,0.097883598,0.0625,0.092592593
Beverly_hills383.png,734,154,803,210,Palm Tree,2,0.52046131,0.166666667,0.051339286,0.074074074
Beverly_hills383.png,730,184,803,244,Palm Tree,2,0.517113095,0.205026455,0.053571429000000004,0.079365079
Beverly_hills383.png,347,95,434,182,Palm Tree,2,0.22544642899999998,0.06944444400000001,0.06547619,0.115079365
Beverly_hills383.png,438,164,535,250,Palm Tree,2,0.290550595,0.16005291,0.07217261900000001,0.113756614
Beverly_hills383.png,307,4,424,61,Palm Tree,2,0.185639881,-0.031084656000000002,0.087053571,0.075396825
Beverly_hills383.png,565,246,618,312,Palm Tree,2,0.40066964299999996,0.283068783,0.039434524,0.08730158699999999
Beverly_hills156.png,145,406,917,743,Car,0,-0.17857142899999998,0.31547619,0.574404762,0.44576719600000003
Beverly_hills156.png,16,402,529,704,Car,0,-0.179315476,0.333333333,0.38244047600000003,0.399470899
Beverly_hills156.png,963,421,1186,581,Car,0,0.6335565479999999,0.451058201,0.165922619,0.211640212
Beverly_hills156.png,1125,427,1258,531,Car,0,0.7883184520000001,0.496031746,0.09895833300000001,0.137566138
Beverly_hills156.png,1209,441,1268,487,Car,0,0.878720238,0.552910053,0.043154762,0.06084656099999999
Beverly_hills156.png,855,110,1011,240,Palm Tree,2,0.578125,0.05952381,0.116071429,0.171957672
Beverly_hills156.png,518,10,744,113,Palm Tree,2,0.302083333,-0.052910053,0.16815476199999999,0.134920635
Beverly_hills156.png,1073,223,1186,320,Palm Tree,2,0.756324405,0.23214285699999998,0.08407738099999999,0.128306878
Beverly_hills156.png,740,440,916,545,Car,0,0.485863095,0.512566138,0.130952381,0.13888888900000002
Beverly_hills142.png,694,427,1178,601,Car,0,0.33630952399999997,0.44973545,0.360119048,0.23015873
Beverly_hills142.png,621,415,736,456,Car,0,0.420014881,0.523148148,0.085565476,0.054232804
Beverly_hills142.png,551,404,669,461,Car,0,0.366071429,0.498015873,0.08779761900000001,0.075396825
Beverly_hills142.png,514,421,569,463,Car,0,0.36272321399999996,0.5291005289999999,0.040922619,0.055555556
Beverly_hills142.png,181,406,320,462,Car,0,0.08296131,0.501322751,0.10342261900000001,0.074074074
Beverly_hills142.png,738,415,873,474,Car,0,0.498883929,0.511243386,0.100446429,0.078042328
Beverly_hills142.png,1158,446,1209,513,Trash Can,9,0.842261905,0.545634921,0.038690476,0.08862433900000001
Beverly_hills142.png,613,176,692,272,Traffic Lights,5,0.42671131,0.17129629600000001,0.058779762,0.125661376
Beverly_hills142.png,2,295,50,368,Traffic Lights,5,-0.016741071,0.341931217,0.036458332999999996,0.09656084699999999
Beverly_hills142.png,817,305,870,373,Traffic Lights,5,0.588169643,0.360449735,0.039434524,0.08862433900000001
Beverly_hills142.png,1130,410,1174,500,Pedestrian,6,0.825520833,0.48280423299999997,0.031994048,0.11904761900000001
Beverly_hills142.png,1155,420,1199,497,Pedestrian,6,0.84375,0.50462963,0.032738095,0.10185185199999999
Beverly_hills142.png,990,417,1053,524,Pedestrian,6,0.71391369,0.480820106,0.046875,0.14153439199999998
Beverly_hills142.png,952,409,1003,515,Pedestrian,6,0.689360119,0.472222222,0.037946429,0.14021164
Beverly_hills142.png,905,412,944,503,Pedestrian,6,0.658854167,0.48611111100000004,0.029017857,0.12037037
Beverly_hills142.png,34,432,84,485,Trash Can,9,0.006696429,0.535714286,0.037202381,0.071428571
Beverly_hills142.png,1091,1,1172,78,Street Lamp,3,0.7823660709999999,-0.047619048,0.060267857,0.100529101
Beverly_hills142.png,859,49,975,146,Palm Tree,2,0.595982143,0.001984127,0.086309524,0.128306878
Beverly_hills142.png,710,76,827,145,Street Lamp,3,0.485491071,0.056216931,0.087053571,0.09126984099999999
Beverly_hills142.png,68,62,181,115,Street Lamp,3,0.008556548,0.048280422999999996,0.08407738099999999,0.07010582
Beverly_hills142.png,1076,252,1142,297,Street Sign,1,0.7767857140000001,0.303571429,0.049107143,0.05952381
Beverly_hills142.png,1058,298,1103,372,Traffic Lights,5,0.77046131,0.347222222,0.033482143,0.09656084699999999
Beverly_hills142.png,642,336,675,366,Traffic Lights,5,0.46651785700000004,0.424603175,0.023809524,0.03968254
Beverly_hills142.png,777,382,800,408,Traffic Lights,5,0.5703125,0.489417989,0.017113095,0.034391534
Beverly_hills142.png,264,241,331,292,Flag,8,0.172247024,0.286375661,0.04985119,0.067460317
Beverly_hills195.png,1065,467,1200,630,Trash Can,9,0.7421875,0.509920635,0.100446429,0.21560846600000003
Beverly_hills195.png,628,422,760,542,Car,0,0.418154762,0.47883597899999997,0.098214286,0.158730159
Beverly_hills195.png,428,413,577,536,Car,0,0.263764881,0.46494709,0.110863095,0.16269841300000001
Beverly_hills195.png,245,412,529,603,Car,0,0.077380952,0.418650794,0.211309524,0.252645503
Beverly_hills195.png,536,273,594,332,Traffic Lights,5,0.37723214299999996,0.323412698,0.043154762,0.078042328
Beverly_hills195.png,242,330,273,382,Traffic Lights,5,0.169270833,0.403439153,0.023065476,0.068783069
Beverly_hills195.png,730,354,765,394,Traffic Lights,5,0.530133929,0.44179894200000003,0.026041667,0.052910053
Beverly_hills195.png,571,308,653,332,Street Sign,1,0.394345238,0.391534392,0.061011905,0.031746032
Beverly_hills195.png,38,181,210,231,Street Sign,1,-0.034970238,0.20568783100000002,0.12797619,0.067460317
Beverly_hills195.png,210,412,235,458,Pedestrian,6,0.147693452,0.513888889,0.01860119,0.062169312000000004
Beverly_hills195.png,223,412,247,459,Pedestrian,6,0.156994048,0.51521164,0.017857143,0.062169312000000004
Beverly_hills195.png,237,412,262,461,Pedestrian,6,0.16778273800000001,0.512566138,0.01860119,0.064814815
Beverly_hills195.png,155,406,180,456,Pedestrian,6,0.10677083300000001,0.505291005,0.01860119,0.066137566
Beverly_hills195.png,858,419,882,470,Pedestrian,6,0.630208333,0.5218253970000001,0.017857143,0.067460317
Beverly_hills195.png,772,414,790,453,Pedestrian,6,0.5684523810000001,0.5218253970000001,0.013392857,0.051587302
Beverly_hills195.png,760,405,782,453,Pedestrian,6,0.557291667,0.505291005,0.016369048,0.063492063
Beverly_hills181.png,667,368,829,507,Minivan,4,0.436755952,0.39484127,0.120535714,0.183862434
Beverly_hills181.png,581,412,714,529,Car,0,0.383928571,0.466931217,0.098214286,0.156084656
Beverly_hills181.png,343,430,533,593,Car,0,0.184151786,0.460978836,0.142113095,0.21560846600000003
Beverly_hills181.png,17,405,285,633,Car,0,-0.086309524,0.384920635,0.19940476199999999,0.301587302
Beverly_hills181.png,288,412,417,503,Car,0,0.16703869,0.48611111100000004,0.095982143,0.12037037
Beverly_hills181.png,480,404,579,488,Car,0,0.321428571,0.48015873,0.072916667,0.111111111
Beverly_hills181.png,449,413,546,503,Car,0,0.298735119,0.488095238,0.07217261900000001,0.11904761900000001
Beverly_hills181.png,561,353,585,381,Traffic Lights,5,0.40922619,0.447751323,0.017857143,0.038359788
Beverly_hills181.png,643,338,663,366,Traffic Lights,5,0.47209821399999996,0.428571429,0.014136905,0.037037037
Beverly_hills181.png,477,370,496,400,Traffic Lights,5,0.347842262,0.46957672,0.014136905,0.03968254
Beverly_hills181.png,405,329,425,354,Traffic Lights,5,0.294642857,0.418650794,0.014880952,0.033068783
Beverly_hills181.png,351,325,378,359,Traffic Lights,5,0.250744048,0.40674603200000004,0.020833333,0.046296295999999994
Beverly_hills181.png,981,407,1020,480,Pedestrian,6,0.716145833,0.490079365,0.029017857,0.09656084699999999
Beverly_hills181.png,881,408,913,480,Pedestrian,6,0.643229167,0.494047619,0.024553571,0.093915344
Beverly_hills181.png,254,412,278,457,Pedestrian,6,0.18080357100000002,0.51521164,0.017857143,0.05952381
Beverly_hills181.png,235,408,268,459,Pedestrian,6,0.163318452,0.5072751320000001,0.024553571,0.067460317
Beverly_hills181.png,28,17,209,168,Palm Tree,2,-0.046502975999999994,-0.078042328,0.134672619,0.20105820100000002
Beverly_hills181.png,246,165,322,232,Palm Tree,2,0.154761905,0.17394179899999998,0.056547619,0.08862433900000001
Beverly_hills181.png,735,88,827,133,Street Lamp,3,0.51264881,0.086640212,0.06845238099999999,0.05952381
Beverly_hills181.png,263,206,336,254,Street Lamp,3,0.168526786,0.242063492,0.054315475999999994,0.063492063
Beverly_hills181.png,858,176,909,235,Flag,8,0.619419643,0.19378306899999997,0.037946429,0.078042328
Beverly_hills12.png,609,412,791,583,Car,0,0.38541666700000005,0.43320105799999997,0.135416667,0.226190476
Beverly_hills12.png,481,408,570,487,Car,0,0.325520833,0.488756614,0.066220238,0.104497354
Beverly_hills12.png,326,405,452,503,Car,0,0.195684524,0.470899471,0.09375,0.12962963
Beverly_hills12.png,180,448,264,516,Bicycle,10,0.10342261900000001,0.5476190479999999,0.0625,0.08994709
Beverly_hills12.png,197,450,281,500,Bicycle,10,0.11532738099999999,0.563492063,0.0625,0.066137566
Beverly_hills12.png,978,415,1021,502,Pedestrian,6,0.7116815479999999,0.49074074100000004,0.031994048,0.116402116
Beverly_hills12.png,1052,419,1091,515,Pedestrian,6,0.7689732140000001,0.49074074100000004,0.029017857,0.126984127
Beverly_hills12.png,1155,405,1198,514,Pedestrian,6,0.843377976,0.46494709,0.031994048,0.144179894
Beverly_hills12.png,1098,455,1193,514,Bicycle,10,0.7823660709999999,0.564153439,0.070684524,0.078042328
Beverly_hills12.png,1013,420,1049,504,Pedestrian,6,0.7414434520000001,0.501322751,0.026041667,0.111111111
Beverly_hills12.png,902,415,929,489,Pedestrian,6,0.660714286,0.5,0.020833333,0.097883598
Beverly_hills12.png,874,415,908,485,Pedestrian,6,0.638392857,0.502645503,0.025297619,0.092592593
Beverly_hills12.png,718,153,776,248,Traffic Lights,5,0.51264881,0.139550265,0.043154762,0.125661376
Beverly_hills12.png,912,284,965,376,Traffic Lights,5,0.658854167,0.314814815,0.039434524,0.12169312199999999
Beverly_hills12.png,173,280,223,356,Traffic Lights,5,0.11011904800000001,0.32010582,0.037202381,0.100529101
Beverly_hills12.png,792,69,900,127,Street Lamp,3,0.549107143,0.052910053,0.08035714299999999,0.076719577
Beverly_hills12.png,232,57,347,133,Street Lamp,3,0.12983631,0.025132275,0.085565476,0.100529101
Beverly_hills12.png,638,232,695,275,Street Lamp,3,0.454613095,0.28042328,0.041666667000000004,0.055555556
Beverly_hills12.png,547,231,606,271,Street Lamp,3,0.38504464299999996,0.28042328,0.04389881,0.052910053
Beverly_hills12.png,885,441,932,502,Trash Can,9,0.640997024,0.542989418,0.034970238,0.080687831
Beverly_hills12.png,1156,253,1236,351,Traffic Lights,5,0.830357143,0.26984127,0.05952381,0.12962963
Beverly_hills12.png,792,204,916,238,Street Sign,1,0.543154762,0.246693122,0.092261905,0.046296295999999994
Beverly_hills12.png,894,243,976,274,Street Sign,1,0.6346726189999999,0.30224867699999997,0.061011905,0.041005291
Beverly_hills12.png,799,224,869,355,Street Sign,1,0.5695684520000001,0.210978836,0.051339286,0.17328042300000002
Beverly_hills12.png,764,165,821,218,Street Sign,1,0.547991071,0.182539683,0.042410714,0.071428571
Beverly_hills12.png,587,276,621,335,Street Sign,1,0.42410714299999996,0.327380952,0.025297619,0.078042328
Beverly_hills12.png,625,274,666,339,Street Sign,1,0.45052083299999995,0.318783069,0.030505952000000003,0.08730158699999999
Beverly_hills208.png,582,220,1014,607,Bus,11,0.27306547600000003,0.036375661000000004,0.321428571,0.511904762
Beverly_hills208.png,1130,402,1305,480,Car,0,0.77641369,0.481481481,0.130208333,0.103174603
Beverly_hills208.png,1037,395,1201,475,Car,0,0.710565476,0.46957672,0.12202381,0.105820106
Beverly_hills208.png,865,421,994,477,Car,0,0.5956101189999999,0.521164021,0.095982143,0.074074074
Beverly_hills208.png,237,421,525,631,Car,0,0.069940476,0.41798941799999995,0.214285714,0.27777777800000003
Beverly_hills208.png,208,414,387,504,Car,0,0.088169643,0.489417989,0.133184524,0.11904761900000001
Beverly_hills208.png,429,421,583,529,Car,0,0.263020833,0.48478836,0.113839286,0.144179894
Beverly_hills208.png,356,412,585,485,Car,0,0.1796875,0.49669312200000004,0.170386905,0.09656084699999999
Beverly_hills208.png,573,400,626,440,Car,0,0.40662202399999997,0.502645503,0.039434524,0.052910053
Beverly_hills208.png,603,381,636,413,Car,0,0.43712797600000003,0.484126984,0.024553571,0.042328042
Beverly_hills208.png,586,381,617,405,Car,0,0.42447916700000005,0.489417989,0.023065476,0.031746032
Beverly_hills208.png,515,381,562,415,Car,0,0.366443452,0.483465608,0.034970238,0.04365079400000001
Beverly_hills208.png,967,432,1034,459,Bicycle,10,0.6953125,0.553571429,0.04985119,0.035714286
Beverly_hills208.png,165,440,226,469,Bicycle,10,0.100074405,0.564153439,0.045386905,0.038359788
Beverly_hills208.png,1100,198,1157,266,Traffic Lights,5,0.7979910709999999,0.21825396800000002,0.042410714,0.08994709
Beverly_hills208.png,293,356,322,401,Traffic Lights,5,0.20721726199999999,0.44113756600000004,0.021577381,0.05952381
Beverly_hills208.png,626,284,669,331,Traffic Lights,5,0.44977678600000004,0.34457672,0.031994048,0.062169312000000004
Beverly_hills208.png,597,3,685,31,Street Lamp,3,0.412202381,-0.01521164,0.06547619,0.038359788
Beverly_hills208.png,135,223,199,257,Street Lamp,3,0.076636905,0.274470899,0.047619048,0.04365079400000001
Beverly_hills208.png,59,419,92,470,Pedestrian,6,0.032738095,0.5218253970000001,0.023809524,0.067460317
